Nama_Produk,Akun,Ulasan,Rate,normalized_Ulasan,cleaned_Ulasan,tokenized_Ulasan,stemmed_Ulasan,final_Ulasan,Sentiment
Oppo A60,Abd,"barang bagus sesuai diskripsi,semoga awet,dn barakah",5.0,"barang bagus sesuai diskripsi,semoga awet,dn Barakah",barang bagus sesuai diskripsisemoga awetdn barakah,"['barang', 'bagus', 'sesuai', 'diskripsisemoga', 'awetdn', 'barakah']","['barang', 'bagus', 'sesuai', 'diskripsisemoga', 'awetdn', 'bara']","['barang', 'bagus', 'sesuai', 'diskripsisemoga', 'awetdn', 'bara']",Positif
Oppo A60,Choirul,"sesuai deskripsi, barang ori segel, belum dibuka karena pesanan temen, moga aja normal tanpa kendala, thx",5.0,"sesuai deskripsi, barang original segel, belum dibuka karena pesanan temen, semoga aja normal tanpa kendala, thx",sesuai deskripsi barang original segel belum dibuka karena pesanan temen semoga aja normal tanpa kendala thx,"['sesuai', 'deskripsi', 'barang', 'original', 'segel', 'belum', 'dibuka', 'karena', 'pesanan', 'temen', 'semoga', 'aja', 'normal', 'tanpa', 'kendala', 'thx']","['sesuai', 'deskripsi', 'barang', 'original', 'segel', 'belum', 'buka', 'karena', 'pesan', 'temen', 'moga', 'aja', 'normal', 'tanpa', 'kendala', 'thx']","['sesuai', 'deskripsi', 'barang', 'original', 'segel', 'buka', 'pesan', 'temen', 'moga', 'aja', 'normal', 'kendala']",Positif
Oppo A60,Eko,pengiiman cepat,5.0,Pengiiman cepat,pengiiman cepat,"['pengiiman', 'cepat']","['pengiiman', 'cepat']",['cepat'],Positif
Oppo A60,Suhaedi,selalu tepat waktu dan dalam kondisi baik,5.0,selalu tepat waktu dan dalam kondisi baik,selalu tepat waktu dan dalam kondisi baik,"['selalu', 'tepat', 'waktu', 'dan', 'dalam', 'kondisi', 'baik']","['selalu', 'tepat', 'waktu', 'dan', 'dalam', 'kondisi', 'baik']",['kondisi'],Positif
Oppo A60,S***o,barang masih disegel saat sampe stlh dibuka barang kondisi baik..tp blm dinyalakn pengiriman cepat penjual amanah,5.0,barang masih disegel saat sampe setelah dibuka barang kondisi baik..tp blm dinyalakn pengiriman cepat penjual amanah,barang masih disegel saat sampe setelah dibuka barang kondisi baiktp blm dinyalakn pengiriman cepat penjual amanah,"['barang', 'masih', 'disegel', 'saat', 'sampe', 'setelah', 'dibuka', 'barang', 'kondisi', 'baiktp', 'blm', 'dinyalakn', 'pengiriman', 'cepat', 'penjual', 'amanah']","['barang', 'masih', 'segel', 'saat', 'sampe', 'telah', 'buka', 'barang', 'kondisi', 'baiktp', 'blm', 'dinyalakn', 'kirim', 'cepat', 'jual', 'amanah']","['barang', 'segel', 'sampe', 'buka', 'barang', 'kondisi', 'baiktp', 'blm', 'dinyalakn', 'kirim', 'cepat', 'jual', 'amanah']",Positif
Oppo A60,sarah,"sangat puasss, pelayanan ramah sekali, puas banget, hp nya aman pollllll",5.0,"Sangat puasss, pelayanan ramah sekali, puas banget, hp nya aman pollllll",sangat puasss pelayanan ramah sekali puas banget hp nya aman pollllll,"['sangat', 'puasss', 'pelayanan', 'ramah', 'sekali', 'puas', 'banget', 'hp', 'nya', 'aman', 'pollllll']","['sangat', 'puasss', 'layan', 'ramah', 'sekali', 'puas', 'banget', 'hp', 'nya', 'aman', 'pollllll']","['layan', 'ramah', 'puas', 'banget', 'hp', 'aman', 'pollllll']",Positif
Oppo A60,fitri,"terimakasih, garansi resmi, adminnya gercep pesan di jam 5 sore tetap dikirim hari itu juga.",5.0,"terimakasih, garansi resmi, adminnya gerak cepat pesan di jam 5 sore tetap dikirim hari itu juga.",terimakasih garansi resmi adminnya gerak cepat pesan di jam  sore tetap dikirim hari itu juga,"['terimakasih', 'garansi', 'resmi', 'adminnya', 'gerak', 'cepat', 'pesan', 'di', 'jam', 'sore', 'tetap', 'dikirim', 'hari', 'itu', 'juga']","['terimakasih', 'garansi', 'resmi', 'adminnya', 'gerak', 'cepat', 'pesan', 'di', 'jam', 'sore', 'tetap', 'kirim', 'hari', 'itu', 'juga']","['terimakasih', 'garansi', 'resmi', 'adminnya', 'gerak', 'cepat', 'pesan', 'sore', 'kirim']",Positif
Oppo A60,tina,"barang bagus pelayanan cepat , bahkan diberikan foto paket sebelum pengiriman",5.0,"barang bagus pelayanan cepat , bahkan diberikan foto paket sebelum pengiriman",barang bagus pelayanan cepat  bahkan diberikan foto paket sebelum pengiriman,"['barang', 'bagus', 'pelayanan', 'cepat', 'bahkan', 'diberikan', 'foto', 'paket', 'sebelum', 'pengiriman']","['barang', 'bagus', 'layan', 'cepat', 'bahkan', 'beri', 'foto', 'paket', 'belum', 'kirim']","['barang', 'bagus', 'layan', 'cepat', 'foto', 'paket', 'kirim']",Positif
Oppo A60,ayu,"sangat baik, saya ada beberapa pertanyaan dan admin adminnya sangat ramah dan giat menjawab sehingga pembelian terasa se aman pembelian offline seperti biasanya 👍👍",5.0,"Sangat baik, saya ada beberapa pertanyaan dan admin adminnya sangat ramah dan giat menjawab sehingga pembelian terasa se aman pembelian offline seperti biasanya 👍👍",sangat baik saya ada beberapa pertanyaan dan admin adminnya sangat ramah dan giat menjawab sehingga pembelian terasa se aman pembelian offline seperti biasanya ,"['sangat', 'baik', 'saya', 'ada', 'beberapa', 'pertanyaan', 'dan', 'admin', 'adminnya', 'sangat', 'ramah', 'dan', 'giat', 'menjawab', 'sehingga', 'pembelian', 'terasa', 'se', 'aman', 'pembelian', 'offline', 'seperti', 'biasanya']","['sangat', 'baik', 'saya', 'ada', 'beberapa', 'tanya', 'dan', 'admin', 'adminnya', 'sangat', 'ramah', 'dan', 'giat', 'jawab', 'sehingga', 'beli', 'asa', 'se', 'aman', 'beli', 'offline', 'seperti', 'biasa']","['admin', 'adminnya', 'ramah', 'giat', 'beli', 'asa', 'aman', 'beli', 'offline']",Positif
Oppo A60,tere,"mendarat mulus sampai ditangan, thx seller and id express",5.0,"mendarat mulus sampai ditangan, thx seller and id express",mendarat mulus sampai ditangan thx seller and id express,"['mendarat', 'mulus', 'sampai', 'ditangan', 'thx', 'seller', 'and', 'id', 'express']","['darat', 'mulus', 'sampai', 'tang', 'thx', 'seller', 'and', 'id', 'express']","['darat', 'mulus', 'tang', 'seller', 'and', 'id', 'express']",Positif
Oppo A60,ratih,"barang masih tersegel dengan baik, packing dan pengiriman sangat cepat.",5.0,"Barang masih tersegel dengan baik, packing dan pengiriman sangat cepat.",barang masih tersegel dengan baik packing dan pengiriman sangat cepat,"['barang', 'masih', 'tersegel', 'dengan', 'baik', 'packing', 'dan', 'pengiriman', 'sangat', 'cepat']","['barang', 'masih', 'segel', 'dengan', 'baik', 'packing', 'dan', 'kirim', 'sangat', 'cepat']","['barang', 'segel', 'kirim', 'cepat']",Positif
Oppo A60,tobium,"saran sih jgn pkai id express , ngirimnya kmn tau lma beth sampainya",5.0,"saran sih jangan pkai id express , ngirimnya kmn tau lama beth sampainya",saran sih jangan pkai id express  ngirimnya kmn tau lama beth sampainya,"['saran', 'sih', 'jangan', 'pkai', 'id', 'express', 'ngirimnya', 'kmn', 'tau', 'lama', 'beth', 'sampainya']","['saran', 'sih', 'jangan', 'pkai', 'id', 'express', 'ngirimnya', 'kmn', 'tau', 'lama', 'beth', 'sampai']","['saran', 'sih', 'pkai', 'id', 'express', 'ngirimnya', 'kmn', 'tau', 'beth']",Positif
Oppo A60,sarah,respon cepat packing rapi,5.0,respon cepat packing rapi,respon cepat packing rapi,"['respon', 'cepat', 'packing', 'rapi']","['respon', 'cepat', 'packing', 'rapi']","['respon', 'cepat', 'rapi']",Positif
Oppo A60,yongki,"hp nya mendarat dgn selamat , ori dan garan",5.0,"Hp nya mendarat dengan selamat , original dan garan",hp nya mendarat dengan selamat  original dan garan,"['hp', 'nya', 'mendarat', 'dengan', 'selamat', 'original', 'dan', 'garan']","['hp', 'nya', 'darat', 'dengan', 'selamat', 'original', 'dan', 'garan']","['hp', 'darat', 'selamat', 'original', 'garan']",Positif
Oppo A60,andi,"barang masih disegel.,kulaitasbagudd",5.0,"barang masih disegel.,kulaitasbagudd",barang masih disegelkulaitasbagudd,"['barang', 'masih', 'disegelkulaitasbagudd']","['barang', 'masih', 'disegelkulaitasbagudd']","['barang', 'disegelkulaitasbagudd']",Positif
Oppo A60,Maskurdi,"barang masih segel, garansi resmi indoneia",5.0,"Barang masih segel, garansi resmi indoneia",barang masih segel garansi resmi indoneia,"['barang', 'masih', 'segel', 'garansi', 'resmi', 'indoneia']","['barang', 'masih', 'segel', 'garansi', 'resmi', 'indoneia']","['barang', 'segel', 'garansi', 'resmi', 'indoneia']",Positif
Oppo A60,hani,mantap cuuyyy. barang original. berfungsi dengan baik. mulus. kebetulan dapat potongan harga juga. spek hp dahsyat. kamera bening. packing super aman dengan bubble wrap y... selengkapnya,5.0,mantap cuuyyy. barang original. berfungsi dengan baik. mulus. kebetulan dapat potongan harga juga. spek hp dahsyat. kamera bening. packing super aman dengan bubble wrap y... Selengkapnya,mantap cuuyyy barang original berfungsi dengan baik mulus kebetulan dapat potongan harga juga spek hp dahsyat kamera bening packing super aman dengan bubble wrap y selengkapnya,"['mantap', 'cuuyyy', 'barang', 'original', 'berfungsi', 'dengan', 'baik', 'mulus', 'kebetulan', 'dapat', 'potongan', 'harga', 'juga', 'spek', 'hp', 'dahsyat', 'kamera', 'bening', 'packing', 'super', 'aman', 'dengan', 'bubble', 'wrap', 'y', 'selengkapnya']","['mantap', 'cuuyyy', 'barang', 'original', 'fungsi', 'dengan', 'baik', 'mulus', 'betul', 'dapat', 'potong', 'harga', 'juga', 'spek', 'hp', 'dahsyat', 'kamera', 'bening', 'packing', 'super', 'aman', 'dengan', 'bubble', 'wrap', 'y', 'lengkap']","['mantap', 'barang', 'original', 'fungsi', 'mulus', 'potong', 'harga', 'spek', 'hp', 'dahsyat', 'kamera', 'bening', 'super', 'aman', 'bubble', 'wrap', 'lengkap']",Positif
Oppo A60,alfian,"hp android ini memiliki performa yang sangat cepat dan responsif. dengan ram 8gb dan penyimpanan 128gb, multitasking menjadi sangat lancar dan memiliki ruang penyimpanan... selengkapnya",5.0,"HP Android ini memiliki performa yang sangat cepat dan responsif. Dengan RAM 8GB dan penyimpanan 128GB, multitasking menjadi sangat lancar dan memiliki ruang penyimpanan... Selengkapnya",hp android ini memiliki performa yang sangat cepat dan responsif dengan ram gb dan penyimpanan gb multitasking menjadi sangat lancar dan memiliki ruang penyimpanan selengkapnya,"['hp', 'android', 'ini', 'memiliki', 'performa', 'yang', 'sangat', 'cepat', 'dan', 'responsif', 'dengan', 'ram', 'gb', 'dan', 'penyimpanan', 'gb', 'multitasking', 'menjadi', 'sangat', 'lancar', 'dan', 'memiliki', 'ruang', 'penyimpanan', 'selengkapnya']","['hp', 'android', 'ini', 'milik', 'performa', 'yang', 'sangat', 'cepat', 'dan', 'responsif', 'dengan', 'ram', 'gb', 'dan', 'simpan', 'gb', 'multitasking', 'jadi', 'sangat', 'lancar', 'dan', 'milik', 'ruang', 'simpan', 'lengkap']","['hp', 'android', 'milik', 'performa', 'cepat', 'responsif', 'ram', 'gb', 'simpan', 'gb', 'multitasking', 'lancar', 'milik', 'ruang', 'simpan', 'lengkap']",Positif
Oppo A60,wahyudi,"esuai deskripsi, respon cepat dan semoga awet",5.0,"esuai deskripsi, respon cepat dan semoga awet",esuai deskripsi respon cepat dan semoga awet,"['esuai', 'deskripsi', 'respon', 'cepat', 'dan', 'semoga', 'awet']","['esuai', 'deskripsi', 'respon', 'cepat', 'dan', 'moga', 'awet']","['esuai', 'deskripsi', 'respon', 'cepat', 'moga', 'awet']",Positif
Oppo A60,mumu,sesuai kurir ramah,5.0,sesuai kurir ramah,sesuai kurir ramah,"['sesuai', 'kurir', 'ramah']","['sesuai', 'kurir', 'ramah']","['sesuai', 'kurir', 'ramah']",Positif
Oppo A60,titin,"barang sampai dengan selamat. siang pas flashsale pesen malamnya langsung dikirim pake kurir instan. barangnya bagus dan diluar ekspektasi saya, selama pemakaian sampai s... selengkapnya",5.0,"Barang sampai dengan selamat. Siang pas flashsale pesen malamnya langsung dikirim pake kurir instan. Barangnya bagus dan diluar ekspektasi saya, selama pemakaian sampai s... Selengkapnya",barang sampai dengan selamat siang pas flashsale pesen malamnya langsung dikirim pake kurir instan barangnya bagus dan diluar ekspektasi saya selama pemakaian sampai s selengkapnya,"['barang', 'sampai', 'dengan', 'selamat', 'siang', 'pas', 'flashsale', 'pesen', 'malamnya', 'langsung', 'dikirim', 'pake', 'kurir', 'instan', 'barangnya', 'bagus', 'dan', 'diluar', 'ekspektasi', 'saya', 'selama', 'pemakaian', 'sampai', 's', 'selengkapnya']","['barang', 'sampai', 'dengan', 'selamat', 'siang', 'pas', 'flashsale', 'sen', 'malam', 'langsung', 'kirim', 'pake', 'kurir', 'instan', 'barang', 'bagus', 'dan', 'luar', 'ekspektasi', 'saya', 'lama', 'pakai', 'sampai', 's', 'lengkap']","['barang', 'selamat', 'siang', 'pas', 'flashsale', 'sen', 'malam', 'langsung', 'kirim', 'pake', 'kurir', 'instan', 'barang', 'bagus', 'ekspektasi', 'pakai', 's', 'lengkap']",Positif
Oppo A60,ridwan,barang okee pengiriman cpt,5.0,barang okee pengiriman cepat,barang okee pengiriman cepat,"['barang', 'okee', 'pengiriman', 'cepat']","['barang', 'okee', 'kirim', 'cepat']","['barang', 'okee', 'kirim', 'cepat']",Positif
Oppo A60,bela,pesanan sudah di terima. packing sangat aman. tanpa tanya stock langsung dan di kirim di hari yg sama. makasih gan. sukses jualannya.,5.0,pesanan sudah di terima. packing sangat aman. tanpa tanya stock langsung dan di kirim di hari yg sama. makasih gan. sukses jualannya.,pesanan sudah di terima packing sangat aman tanpa tanya stock langsung dan di kirim di hari yg sama makasih gan sukses jualannya,"['pesanan', 'sudah', 'di', 'terima', 'packing', 'sangat', 'aman', 'tanpa', 'tanya', 'stock', 'langsung', 'dan', 'di', 'kirim', 'di', 'hari', 'yg', 'sama', 'makasih', 'gan', 'sukses', 'jualannya']","['pesan', 'sudah', 'di', 'terima', 'packing', 'sangat', 'aman', 'tanpa', 'tanya', 'stock', 'langsung', 'dan', 'di', 'kirim', 'di', 'hari', 'yg', 'sama', 'makasih', 'gan', 'sukses', 'jual']","['pesan', 'terima', 'aman', 'stock', 'langsung', 'kirim', 'makasih', 'sukses', 'jual']",Positif
Oppo A60,riyan,"alhamdulillah barang sampai dengan aman, tidak ada lecet ataupun penyok, kondisi kardus masih sangat rapih, hp juga berfungsi dengan sangat baik,, semoga awet dan tidak a... selengkapnya",5.0,"Alhamdulillah barang sampai dengan aman, tidak ada lecet ataupun penyok, kondisi kardus masih sangat rapih, hp juga berfungsi dengan sangat baik,, semoga awet dan tidak a... Selengkapnya",alhamdulillah barang sampai dengan aman tidak ada lecet ataupun penyok kondisi kardus masih sangat rapih hp juga berfungsi dengan sangat baik semoga awet dan tidak a selengkapnya,"['alhamdulillah', 'barang', 'sampai', 'dengan', 'aman', 'tidak', 'ada', 'lecet', 'ataupun', 'penyok', 'kondisi', 'kardus', 'masih', 'sangat', 'rapih', 'hp', 'juga', 'berfungsi', 'dengan', 'sangat', 'baik', 'semoga', 'awet', 'dan', 'tidak', 'a', 'selengkapnya']","['alhamdulillah', 'barang', 'sampai', 'dengan', 'aman', 'tidak', 'ada', 'lecet', 'atau', 'penyok', 'kondisi', 'kardus', 'masih', 'sangat', 'rapih', 'hp', 'juga', 'fungsi', 'dengan', 'sangat', 'baik', 'moga', 'awet', 'dan', 'tidak', 'a', 'lengkap']","['alhamdulillah', 'barang', 'aman', 'lecet', 'penyok', 'kondisi', 'kardus', 'rapih', 'hp', 'fungsi', 'moga', 'awet', 'a', 'lengkap']",Positif
Oppo A60,sasa,nice,5.0,nice,nice,['nice'],['nice'],[],Positif
Oppo A60,muhammad,"bagus ,segel aman lancar jaya semoga awet",5.0,"bagus ,segel aman lancar jaya semoga awet",bagus segel aman lancar jaya semoga awet,"['bagus', 'segel', 'aman', 'lancar', 'jaya', 'semoga', 'awet']","['bagus', 'segel', 'aman', 'lancar', 'jaya', 'moga', 'awet']","['bagus', 'segel', 'aman', 'lancar', 'jaya', 'moga', 'awet']",Positif
Oppo A60,prestio,"mantap sesuai pesanan, pengiriman cepat",5.0,"mantap sesuai pesanan, pengiriman cepat",mantap sesuai pesanan pengiriman cepat,"['mantap', 'sesuai', 'pesanan', 'pengiriman', 'cepat']","['mantap', 'sesuai', 'pesan', 'kirim', 'cepat']","['mantap', 'sesuai', 'pesan', 'kirim', 'cepat']",Positif
Oppo A60,teguh,"alhamdulillah paket sudah datang kak🥰 paket mendarat dengan selamat dan tidak ada lecet sama sekali , barang mulusss dan pas dipake juga lancar powl😁",5.0,"Alhamdulillah paket sudah datang kak🥰 paket mendarat dengan selamat dan tidak ada lecet sama sekali , barang mulusss dan pas dipake juga lancar powl😁",alhamdulillah paket sudah datang kak paket mendarat dengan selamat dan tidak ada lecet sama sekali  barang mulusss dan pas dipake juga lancar powl,"['alhamdulillah', 'paket', 'sudah', 'datang', 'kak', 'paket', 'mendarat', 'dengan', 'selamat', 'dan', 'tidak', 'ada', 'lecet', 'sama', 'sekali', 'barang', 'mulusss', 'dan', 'pas', 'dipake', 'juga', 'lancar', 'powl']","['alhamdulillah', 'paket', 'sudah', 'datang', 'kak', 'paket', 'darat', 'dengan', 'selamat', 'dan', 'tidak', 'ada', 'lecet', 'sama', 'sekali', 'barang', 'mulusss', 'dan', 'pas', 'dipake', 'juga', 'lancar', 'powl']","['alhamdulillah', 'paket', 'kak', 'paket', 'darat', 'selamat', 'lecet', 'barang', 'mulusss', 'pas', 'dipake', 'lancar', 'powl']",Positif
Oppo A60,W***o,sayang banget pengiriman agak lambat,5.0,sayang banget pengiriman agak lambat,sayang banget pengiriman agak lambat,"['sayang', 'banget', 'pengiriman', 'agak', 'lambat']","['sayang', 'banget', 'kirim', 'agak', 'lambat']","['sayang', 'banget', 'kirim', 'lambat']",Positif
Oppo A60,Andrian,"barang original, kemasan aman dan pengiriman cepat",5.0,"Barang original, kemasan aman dan pengiriman cepat",barang original kemasan aman dan pengiriman cepat,"['barang', 'original', 'kemasan', 'aman', 'dan', 'pengiriman', 'cepat']","['barang', 'original', 'kemas', 'aman', 'dan', 'kirim', 'cepat']","['barang', 'original', 'kemas', 'aman', 'kirim', 'cepat']",Positif
Oppo A60,Arief,alhamdulillah sesuai order yang kesikian kalinya disini aman amanah,5.0,Alhamdulillah sesuai order yang kesikian kalinya disini aman amanah,alhamdulillah sesuai order yang kesikian kalinya disini aman amanah,"['alhamdulillah', 'sesuai', 'order', 'yang', 'kesikian', 'kalinya', 'disini', 'aman', 'amanah']","['alhamdulillah', 'sesuai', 'order', 'yang', 'kesikian', 'kali', 'sini', 'aman', 'amanah']","['alhamdulillah', 'sesuai', 'order', 'kesikian', 'kali', 'aman', 'amanah']",Positif
Oppo A60,tita,toko recomended,5.0,Toko recomended,toko recomended,"['toko', 'recomended']","['toko', 'recomended']","['toko', 'recomended']",Positif
Oppo A60,sinta,fitur keren desainya jga keren,5.0,fitur keren desainya juga keren,fitur keren desainya juga keren,"['fitur', 'keren', 'desainya', 'juga', 'keren']","['fitur', 'keren', 'desa', 'juga', 'keren']","['fitur', 'keren', 'desa', 'keren']",Positif
Oppo A60,Lasmidi,cantikkk,5.0,cantikkk,cantikkk,['cantikkk'],['cantikkk'],[],Positif
Oppo A60,suhedi,top poll,5.0,top poll,top poll,"['top', 'poll']","['top', 'poll']","['top', 'poll']",Positif
Oppo A60,bella,algamduliah nyampe,4.0,algamduliah nyampe,algamduliah nyampe,"['algamduliah', 'nyampe']","['algamduliah', 'nyampe']","['algamduliah', 'nyampe']",Positif
Oppo A79 5G,Sunario,"alhamdulillah pkt sdh sy terima dalam keadaan baik, dan berfungsi sesuai deskrifsi barang baru dan masih tersegel, original, garansi resmi oppo, packing aman pengiriman sesuai tgl estimasi, seller past respon pokoknya gk nyesal dech beli disini. tokopedia mantap.",5.0,"Alhamdulillah paket sdh saya terima dalam keadaan baik, dan berfungsi sesuai deskrifsi barang baru dan masih tersegel, original, garansi resmi oppo, packing aman pengiriman sesuai tgl estimasi, seller past respon pokoknya gk nyesal dech beli disini. tokopedia MANTAP.",alhamdulillah paket sdh saya terima dalam keadaan baik dan berfungsi sesuai deskrifsi barang baru dan masih tersegel original garansi resmi oppo packing aman pengiriman sesuai tgl estimasi seller past respon pokoknya gk nyesal dech beli disini tokopedia mantap,"['alhamdulillah', 'paket', 'sdh', 'saya', 'terima', 'dalam', 'keadaan', 'baik', 'dan', 'berfungsi', 'sesuai', 'deskrifsi', 'barang', 'baru', 'dan', 'masih', 'tersegel', 'original', 'garansi', 'resmi', 'oppo', 'packing', 'aman', 'pengiriman', 'sesuai', 'tgl', 'estimasi', 'seller', 'past', 'respon', 'pokoknya', 'gk', 'nyesal', 'dech', 'beli', 'disini', 'tokopedia', 'mantap']","['alhamdulillah', 'paket', 'sdh', 'saya', 'terima', 'dalam', 'ada', 'baik', 'dan', 'fungsi', 'sesuai', 'deskrifsi', 'barang', 'baru', 'dan', 'masih', 'segel', 'original', 'garansi', 'resmi', 'oppo', 'packing', 'aman', 'kirim', 'sesuai', 'tgl', 'estimasi', 'seller', 'past', 'respon', 'pokok', 'gk', 'nyesal', 'dech', 'beli', 'sini', 'tokopedia', 'mantap']","['alhamdulillah', 'paket', 'sdh', 'terima', 'fungsi', 'sesuai', 'deskrifsi', 'barang', 'segel', 'original', 'garansi', 'resmi', 'oppo', 'aman', 'kirim', 'sesuai', 'tgl', 'estimasi', 'seller', 'past', 'respon', 'pokok', 'nyesal', 'dech', 'beli', 'tokopedia', 'mantap']",Positif
Oppo A79 5G,Johny,udah langanan di oppo official barang pasti ori dan datang dalam keadaan segel box dan fitur ungulan dual speker stereo dan keaslian udah di cek imei sesuai dan saran saya klo bisa harga di turunin karna toko lain pada lebih murah cuman kualitas mase meragukan 馃檹 mending di official walau harga normal tapi kualitas dan keaslian terjamin 馃憤馃,5.0,udah langanan di oppo official barang pasti original dan datang dalam keadaan segel box dan fitur ungulan dual speker stereo dan keaslian udah di cek imei sesuai dan saran saya klo bisa harga di turunin karna toko lain pada lebih murah cuman kualitas mase meragukan 馃檹 mending di official walau harga normal tapi kualitas dan keaslian terjamin 馃憤馃,udah langanan di oppo official barang pasti original dan datang dalam keadaan segel box dan fitur ungulan dual speker stereo dan keaslian udah di cek imei sesuai dan saran saya klo bisa harga di turunin karna toko lain pada lebih murah cuman kualitas mase meragukan 馃檹 mending di official walau harga normal tapi kualitas dan keaslian terjamin 馃憤馃,"['udah', 'langanan', 'di', 'oppo', 'official', 'barang', 'pasti', 'original', 'dan', 'datang', 'dalam', 'keadaan', 'segel', 'box', 'dan', 'fitur', 'ungulan', 'dual', 'speker', 'stereo', 'dan', 'keaslian', 'udah', 'di', 'cek', 'imei', 'sesuai', 'dan', 'saran', 'saya', 'klo', 'bisa', 'harga', 'di', 'turunin', 'karna', 'toko', 'lain', 'pada', 'lebih', 'murah', 'cuman', 'kualitas', 'mase', 'meragukan', '馃檹', 'mending', 'di', 'official', 'walau', 'harga', 'normal', 'tapi', 'kualitas', 'dan', 'keaslian', 'terjamin', '馃憤馃']","['udah', 'langanan', 'di', 'oppo', 'official', 'barang', 'pasti', 'original', 'dan', 'datang', 'dalam', 'ada', 'segel', 'box', 'dan', 'fitur', 'ungulan', 'dual', 'speker', 'stereo', 'dan', 'asli', 'udah', 'di', 'cek', 'imei', 'sesuai', 'dan', 'saran', 'saya', 'klo', 'bisa', 'harga', 'di', 'turunin', 'karna', 'toko', 'lain', 'pada', 'lebih', 'murah', 'cuman', 'kualitas', 'mase', 'ragu', '', 'mending', 'di', 'official', 'walau', 'harga', 'normal', 'tapi', 'kualitas', 'dan', 'asli', 'jamin', '']","['udah', 'langanan', 'oppo', 'official', 'barang', 'original', 'segel', 'box', 'fitur', 'ungulan', 'dual', 'speker', 'stereo', 'asli', 'udah', 'cek', 'imei', 'sesuai', 'saran', 'klo', 'harga', 'turunin', 'karna', 'toko', 'murah', 'cuman', 'kualitas', 'mase', 'ragu', '', 'mending', 'official', 'harga', 'normal', 'kualitas', 'asli', 'jamin', '']",Positif
